1 1 14992.0
2 1 20453.0
3 1 25894.0
4 2 31248.0
5 2 36570.0
6 2 41745.0
7 2 47108.0
8 4 52222.0
9 4 57129.0
10 8 62018.0
11 8 66895.0
12 16 71962.0
13 12 76998.0
14 10 81985.0
15 11 87076.0
16 18 92033.0
17 22 96974.0
18 29 102002.0
19 28 107039.0
20 32 111962.0
21 37 117188.0
22 37 122139.0
23 42 127102.0
24 39 132064.0
25 52 136737.0
26 62 141840.0
27 82 146754.0
28 82 151791.0
29 91 156910.0
30 102 162010.0
31 120 166872.0
32 119 171990.0
33 139 176885.0
34 142 181857.0
35 192 186702.0
36 201 191575.0
37 250 196552.0
38 231 201675.0
39 241 206563.0
40 258 211486.0
41 257 216557.0
42 263 221447.0
43 285 226532.0
44 341 231404.0
45 343 236287.0
46 321 241050.0
47 331 246066.0
48 322 250859.0
49 352 255720.0
50 429 260574.0
51 436 265408.0
52 458 270411.0
53 448 275356.0
54 468 280250.0
55 488 285034.0
56 578 289828.0
57 610 294630.0
58 616 299425.0
59 622 304215.0
60 619 308926.0
61 663 313813.0
62 722 318529.0
63 722 323106.0
64 742 327839.0
65 800 332593.0
66 800 337353.0
67 865 341961.0
68 862 346720.0
69 867 351566.0
70 885 356388.0
71 872 361147.0
72 856 365798.0
73 871 370327.0
74 952 375025.0
75 978 379995.0
76 1022 384588.0
77 1071 389355.0
78 1159 393977.0
79 1223 398517.0
80 1273 403234.0
81 1252 407876.0
82 1313 412623.0
83 1360 417350.0
84 1464 421951.0
85 1505 426628.0
86 1535 431282.0
87 1579 435833.0
88 1598 440283.0
89 1559 444948.0
90 1634 449450.0
91 1688 453994.0
92 1710 458590.0
93 1738 463121.0
94 1726 467454.0
95 1842 471804.0
96 1819 476200.0
97 1796 480519.0
98 1824 485026.0
99 1971 489493.0
100 2152 493678.0
101 2135 498199.0
102 2169 502445.0
103 2231 506749.0
104 2296 511000.0
105 2418 515254.0
106 2391 519552.0
107 2361 523814.0
108 2405 528184.0
109 2481 532727.0
110 2475 537107.0
111 2644 541392.0
112 2645 545735.0
113 2601 549899.0
114 2623 554053.0
115 2819 558462.0
116 3000 562684.0
117 3018 567019.0
118 2917 570967.0
119 2920 575180.0
120 2880 579279.0
121 2895 583749.0
122 3068 587732.0
123 3327 591680.0
124 3463 595844.0
125 3556 600064.0
126 3447 604158.0
127 3427 608212.0
128 3461 612482.0
129 3465 616608.0
130 3683 620744.0
131 3797 624678.0
132 3975 628633.0
133 3972 632649.0
134 4017 636620.0
135 4096 640655.0
136 4011 644688.0
137 4114 648558.0
138 4299 652328.0
139 4519 655962.0
140 4457 659778.0
141 4433 663578.0
142 4454 667521.0
143 4400 671391.0
144 4502 675190.0
145 4862 678633.0
146 5124 682190.0
147 5110 685841.0
148 5120 689627.0
149 4988 693281.0
150 5052 697056.0
151 4913 700757.0
152 5030 704261.0
153 5147 707799.0
154 5364 711192.0
155 5629 714774.0
156 5723 718274.0
157 5702 721928.0
158 5710 725389.0
159 5748 728877.0
160 5699 732404.0
161 5747 735887.0
162 5885 739322.0
163 6096 742730.0
164 6368 746171.0
165 6388 749308.0
166 6416 752683.0
167 6397 756014.0
168 6486 759084.0
169 6635 762200.0
170 6816 765244.0
171 7229 767989.0
172 7315 771133.0
173 7194 774304.0
174 7057 777441.0
175 6933 780417.0
176 7150 783317.0
177 7565 786089.0
178 7681 788930.0
179 7660 791883.0
180 7676 794742.0
181 7714 797625.0
182 7974 800518.0
