1	6
2	23
3	25
4	20
5	66
6	47
7	64
8	147
9	225
10	290
11	278
12	414
13	267
14	338
15	1237
16	755
17	2797
18	3419
19	4777
20	3528
21	5836
22	8821
23	10934
24	10115
25	13987
26	16916
27	17965
28	19332
29	18251
30	22635
31	22562
32	27043
33	26135
34	34864
35	30683
36	26065
37	43438
38	20682
39	32449
40	31705
41	33251
42	33288
43	29145
44	24242
45	26527
46	26930
47	29164
48	29836
49	29895
50	26543
51	29468
52	26490
53	25858
54	37144
55	30181
56	32853
57	29256
58	23371
59	23901
60	25512
61	31787
62	30369
63	29794
64	29763
65	19138
66	22303
67	25253
68	28974
69	25996
70	26660
71	23792
72	18106
73	21467
