39	8
40	6
41	23
42	25
43	20
44	66
45	47
46	64
47	147
48	225
49	290
50	278
51	414
52	267
53	338
54	1237
55	755
56	2797
57	3419
58	4777
59	3528
60	5836
61	8821
62	10934
63	10115
64	13987
65	16916
66	17965
67	19332
68	18251
69	22635
70	22562
71	27043
72	26135
73	34864
74	30683
75	26065
76	43438
77	20682
78	32449
79	31705
80	33251
81	33288
82	29145
83	24242
84	26527
85	26930
86	29164
87	29836
88	29895
89	26543
90	29468
91	26490
92	25858
93	37144
94	30181
95	32853
96	29256
97	23371
98	23901
99	25512
100	31787
101	30369
102	29794
103	29763
104	19138
105	22303
106	25253
107	28974
108	25996
109	26660
110	23792
111	18106
112	21467
