1	4
2	17
3	59
4	77
5	93
6	152
7	131
8	261
9	462
10	688
11	776
12	1772
13	1462
14	1741
15	1984
16	2101
17	2590
18	2827
19	3233
20	3892
21	3697
22	3151
23	3387
24	2653
25	2985
26	2472
27	2022
28	15152
29	4050
30	2644
31	2008
32	2051
33	1893
34	1751
35	396
36	892
37	825
38	649
39	221
40	517
41	411
42	440
43	329
44	430
45	579
46	206
47	128
48	120
49	143
50	146
51	102
52	46
53	45
54	20
55	31
56	26
57	10
58	30
59	27
60	29
61	39
62	58
63	126
64	116
65	82
66	1
67	104
68	164
69	102
70	92
71	132
72	120
73	128
74	114
75	90
76	93
77	86
78	78
79	73
80	55
81	75
82	66
83	90
84	88
85	56
86	78
87	102
88	112
89	99
90	51
91	50
92	352
93	31
94	43
95	16
96	14
97	35
98	15
99	9
100	12
101	14
102	3
103	6
104	22
105	4
106	12
107	6
108	2
109	8
110	3
111	2
112	3
113	6
114	1
115	14
116	20
117	1
118	7
119	6
120	5
121	9
122	6
123	10
124	6
125	5
126	2
