0 1 2560.0
1 1 3376.0
2 1 4136.0
3 2 4919.0
4 2 5762.0
5 4 6637.0
6 4 7517.0
7 4 8340.0
8 4 9186.0
9 8 10040.0
Died: 0
Died: 0
10 6 10830.0
Died: 0
11 9 11610.0
Died: 0
Died: 0
12 7 12416.0
Died: 0
13 6 13263.0
14 8 14111.0
Died: 0
Died: 0
15 7 14792.0
16 9 15706.0
17 12 16586.0
Died: 0
Died: 0
18 12 17454.0
Died: 0
Died: 0
Died: 0
19 9 18284.0
20 13 19145.0
21 17 19966.0
Died: 0
22 24 20870.0
Died: 0
Died: 0
23 27 21717.0
Died: 0
Died: 0
24 33 22556.0
Died: 0
Died: 0
Died: 0
Died: 0
25 35 23310.0
Died: 0
Died: 0
26 45 24135.0
Died: 0
Died: 0
Died: 0
Died: 0
Died: 0
Died: 0
27 52 24922.0
Died: 0
28 62 25724.0
Died: 0
Died: 0
Died: 0
29 87 26562.0
Died: 0
Died: 0
Died: 0
Died: 0
Died: 0
Died: 0
Died: 0
Died: 0
Died: 0
Died: 0
Died: 0
Died: 0
Died: 0
Died: 0
30 83 27461.0
Died: 0
Died: 0
Died: 0
Died: 0
Died: 0
Died: 0
Died: 0
Died: 0
Died: 0
Died: 0
Died: 0
31 97 28201.0
Died: 0
Died: 0
Died: 0
Died: 0
Died: 0
Died: 0
Died: 0
Died: 0
Died: 0
Died: 0
Died: 0
Died: 0
Died: 0
Died: 0
Died: 0
Died: 0
Died: 0
Died: 0
32 94 28998.0
Died: 0
Died: 0
Died: 0
Died: 0
Died: 0
Died: 0
Died: 0
Died: 0
Died: 0
Died: 0
Died: 0
33 103 29787.0
Died: 0
Died: 0
Died: 0
Died: 0
Died: 0
Died: 0
Died: 0
Died: 0
Died: 0
Died: 0
Died: 0
Died: 0
Died: 0
Died: 0
Died: 0
Died: 0
Died: 0
Died: 0
Died: 0
Died: 0
Died: 0
34 96 30585.0
Died: 0
Died: 0
Died: 0
Died: 0
Died: 0
Died: 0
Died: 0
Died: 0
Died: 0
Died: 0
Died: 0
Died: 0
Died: 0
Died: 0
Died: 0
Died: 0
Died: 0
Died: 0
35 91 31396.0
Died: 0
Died: 0
Died: 0
Died: 0
Died: 0
Died: 0
Died: 0
Died: 0
Died: 0
Died: 0
Died: 0
Died: 0
Died: 0
36 99 32199.0
Died: 0
Died: 0
Died: 0
Died: 0
Died: 0
Died: 0
Died: 0
Died: 0
Died: 0
Died: 0
Died: 0
37 115 32955.0
Died: 0
Died: 0
Died: 0
Died: 0
Died: 0
Died: 0
Died: 0
Died: 0
Died: 0
Died: 0
Died: 0
Died: 0
Died: 0
Died: 0
Died: 0
Died: 0
38 131 33692.0
Died: 0
Died: 0
Died: 0
Died: 0
Died: 0
Died: 0
Died: 0
Died: 0
Died: 0
Died: 0
Died: 0
Died: 0
Died: 0
Died: 0
Died: 0
Died: 0
Died: 0
Died: 0
Died: 0
Died: 0
Died: 0
Died: 0
39 134 34573.0
Died: 0
Died: 0
Died: 0
Died: 0
Died: 0
Died: 0
Died: 0
Died: 0
Died: 0
Died: 0
Died: 0
Died: 0
Died: 0
Died: 0
Died: 0
Died: 0
Died: 0
40 154 35353.0
Died: 0
Died: 0
Died: 0
Died: 0
Died: 0
Died: 0
Died: 0
Died: 0
Died: 0
Died: 0
Died: 0
Died: 0
Died: 0
Died: 0
Died: 0
Died: 0
